PeakID (cmd=annotatePeaks.pl /media/serlia/Storage 2/results-chipseq/rora-enrichment-found-regions-lazar-may-03-2020.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1.3187638446688652	chr1	64301201	64301400	+	0	NA	Intergenic	Intergenic	-179911	NM_033563	93691	Mm.29466	NM_033563	ENSMUSG00000025959	Klf7	9830124P08Rik	Kruppel-like factor 7 (ubiquitous)	protein-coding
10.049084602855146	chr9	38717601	38718400	+	0	NA	promoter-TSS (NM_001145957)	promoter-TSS (NM_001145957)	-268	NM_001145957	67776	Mm.290950	NM_172767	ENSMUSG00000023186	Vwa5a	5830475I06Rik|AW552491|BCSC-1|E130119J22|Loh11cr2a	von Willebrand factor A domain containing 5A	protein-coding
4.226274797692895	chrX	48513201	48514000	+	0	NA	promoter-TSS (NM_001290364)	promoter-TSS (NM_001290364)	-37	NM_012019	26926	Mm.240434	NM_012019	ENSMUSG00000036932	Aifm1	AIF|AIFsh2|Hq|Pdcd8	apoptosis-inducing factor, mitochondrion-associated 1	protein-coding
0.5018917496005694-2	chr16	20629801	20630400	+	0	NA	intron (NM_177942, intron 1 of 17)	intron (NM_177942, intron 1 of 17)	249	NM_177942	107522	Mm.263319	NM_139293	ENSMUSG00000022842	Ece2	1810009K13Rik|6330509A19Rik|9630025D12Rik|BB127715|Ece-2|Eef1akmt4-Ece2	endothelin converting enzyme 2	protein-coding
7.886623317996661	chr3	79842001	79843200	+	0	NA	promoter-TSS (NM_027495)	promoter-TSS (NM_027495)	62	NM_027495	70652	Mm.46635	NM_027495	ENSMUSG00000027956	Tmem144	1110057I03Rik|5730537D05Rik	transmembrane protein 144	protein-coding
1.1941562294960022	chr1	36764401	36764600	+	0	NA	promoter-TSS (NM_001289766)	promoter-TSS (NM_001289766)	-15	NM_001289766	22637	Mm.8038	NM_009539	ENSMUSG00000026117	Zap70	Srk|ZAP-70|mrtle|mur	zeta-chain (TCR) associated protein kinase	protein-coding
5.524270673841238	chr6	121245401	121246400	+	0	NA	promoter-TSS (NM_011909)	promoter-TSS (NM_011909)	-6	NM_011909	24110	Mm.326911	NM_011909	ENSMUSG00000030107	Usp18	1110058H21Rik|AW047653|UBP43|Ubp15	ubiquitin specific peptidase 18	protein-coding
1.3153025259574254	chr1	69768801	69769400	+	0	NA	Intergenic	Intergenic	-57870	NM_029160	66722	Mm.440554	NM_025728	ENSMUSG00000053153	Spag16	4921511D23Rik|4930524F24Rik|4930585K05Rik|AV261009|Pf20|Wdr29	sperm associated antigen 16	protein-coding
3.561700855381787	chr13	4191601	4192400	+	0	NA	intron (NM_013778, intron 1 of 8)	intron (NM_013778, intron 1 of 8)	813	NM_013778	27384	Mm.27447	NM_013778	ENSMUSG00000021213	Akr1c13	mKIAA4014	aldo-keto reductase family 1, member C13	protein-coding
1.3196743154357224	chr4	11190201	11192400	+	0	NA	promoter-TSS (NM_001282943)	promoter-TSS (NM_001282943)	-51	NM_001037134	12448	Mm.35867	NM_009830	ENSMUSG00000028212	Ccne2	-	cyclin E2	protein-coding
5.448121576259534	chr3	142496401	142497600	+	0	NA	promoter-TSS (NM_153564)	promoter-TSS (NM_153564)	66	NM_153564	229898	Mm.459245	NM_153564	ENSMUSG00000105504	Gbp5	5330409J06Rik|Gbp5a	guanylate binding protein 5	protein-coding
0.051919836550951004	chr1	52362401	52362800	+	0	NA	Intergenic	RMER17B|LTR|ERVK	-129368	NM_001081081	14660	Mm.398608	NM_001081081	ENSMUSG00000026103	Gls	6330442B14|AI314027|B230365M23Rik	glutaminase	protein-coding
0.0-25	chr7	100674001	100674400	+	0	NA	Intergenic	Intergenic	-11806	NM_001163182	27276	Mm.491216	NM_013746	ENSMUSG00000030701	Plekhb1	AI315628|PHR1|Phret1|evt-1	pleckstrin homology domain containing, family B (evectins) member 1	protein-coding
9.631129870191216	chr3	87884601	87886200	+	0	NA	5' UTR (NM_033573, exon 1 of 7)	5' UTR (NM_033573, exon 1 of 7)	162	NM_033573	94315	Mm.35089	NM_033573	ENSMUSG00000004895	Prcc	-	papillary renal cell carcinoma (translocation-associated)	protein-coding
4.015999395400286	chr12	99407001	99407800	+	0	NA	intron (NM_183186, intron 1 of 5)	intron (NM_183186, intron 1 of 5)	42674	NM_183186	71375	Mm.341972	NM_183186	ENSMUSG00000033713	Foxn3	5430426H20Rik|AA589593|AW556347|Ches1|Ches1l|HTLFL1	forkhead box N3	protein-coding
1.505675245076418	chr5	124036601	124036800	+	0	NA	Intergenic	(TCCC)n|Simple_repeat|Simple_repeat	-4440	NM_177876	330192	Mm.4079	NM_177876	ENSMUSG00000066278	Vps37b	2300007F24Rik|AI415429|BC026744	vacuolar protein sorting 37B	protein-coding
8.34870982170105	chr7	106280201	106280400	+	0	NA	Intergenic	MYSERV6-int|LTR|ERVK	44228	NR_030720	668128	Mm.484022	NR_030720		Gm8989	EG668128|Gm21911	very large inducible GTPase 1 pseudogene	pseudo
4.60153814991991	chr3	133543201	133545000	+	0	NA	intron (NM_001040400, intron 1 of 10)	intron (NM_001040400, intron 1 of 10)	290	NM_001040400	214133	Mm.347816	NM_145989	ENSMUSG00000040943	Tet2	Ayu17-449|E130014J05Rik|mKIAA1546	tet methylcytosine dioxygenase 2	protein-coding
0.8084660204393523	chr14	44988601	44990000	+	0	NA	exon (NM_008964, exon 1 of 2)	exon (NM_008964, exon 1 of 2)	1189	NM_008964	19217	Mm.4630	NM_008964	ENSMUSG00000037759	Ptger2	EP2|Ptgerep2	prostaglandin E receptor 2 (subtype EP2)	protein-coding
2.9940439524749913	chr7	105744001	105744600	+	0	NA	promoter-TSS (NM_020024)	promoter-TSS (NM_020024)	38	NM_020024	24075	Mm.274846	NM_020024	ENSMUSG00000043866	Taf10	30kDa|AU041226|TAFII30|Taf2h	TATA-box binding protein associated factor 10	protein-coding
0.7528376299887896-2	chr6	40435201	40436400	+	0	NA	intron (NM_001356375, intron 1 of 8)	CpG	335	NM_001356375	243780	Mm.333006	NM_175528	ENSMUSG00000037172	E330009J07Rik	AI841796|Lchn|mKIAA1147	RIKEN cDNA E330009J07 gene	protein-coding
6.36537215411663	chr18	44380201	44381200	+	0	NA	intron (NM_027490, intron 1 of 10)	CpG	200	NM_027490	70640	Mm.87629	NM_027490	ENSMUSG00000024472	Dcp2	2410015D23Rik|5730537H01Rik|AL118268	decapping mRNA 2	protein-coding
3.7629349300801187	chr8	46617001	46618800	+	0	NA	promoter-TSS (NR_151680)	promoter-TSS (NR_151680)	609	NM_001284409	12367	Mm.34405	NM_009810	ENSMUSG00000031628	Casp3	A830040C14Rik|AC-3|CASP-3|CC3|CPP-32|CPP32|Caspase-3|Lice|SCA-1|Yama|mldy	caspase 3	protein-coding
2.471384212374687	chr3	105825601	105825800	+	0	NA	Intergenic	Intergenic	10133	NR_045845	433637	Mm.331285	NR_045845	ENSMUSG00000104835	Gm5547	EG433637	predicted gene 5547	ncRNA
8.45848321063178	chr5	91962001	91963400	+	0	NA	promoter-TSS (NR_073442)	promoter-TSS (NR_073442)	-144	NR_073442	68098	Mm.159453	NM_026557	ENSMUSG00000029397	Rchy1	ARNIP|CHIMP|Pirh2|Zfp363|Znf363	ring finger and CHY zinc finger domain containing 1	protein-coding
8.281214079509178	chr4	147868001	147869200	+	0	NA	promoter-TSS (NM_010244)	promoter-TSS (NM_010244)	119	NM_001025365	28010	Mm.250504	NM_133873	ENSMUSG00000029022	Miip	AA553001|AI853621|D4Wsu114e|IIP45	migration and invasion inhibitory protein	protein-coding
3.764188177883625	chr17	28133201	28133600	+	0	NA	intron (NR_039557, intron 3 of 3).2	intron (NR_039557, intron 3 of 3).2	-8909	NM_001368734	268935	Mm.258491	NM_001004366	ENSMUSG00000038677	Scube3	CEGF3|D030038I21Rik	signal peptide, CUB domain, EGF-like 3	protein-coding
0.3764188140630722-2	chr8	120228001	120229600	+	0	NA	promoter-TSS (NR_110496)	promoter-TSS (NR_110496)	-570	NR_110496	434353	Mm.411793	NR_110496	ENSMUSG00000097960	A330074K22Rik	-	RIKEN cDNA A330074K22 gene	ncRNA
4.289492030696024	chr11	69367201	69370200	+	0	NA	intron (NM_146019, intron 1 of 39)	CpG	726	NM_146019	216848	Mm.178246	NM_146019	ENSMUSG00000018474	Chd3	2600010P09Rik|AF020312|Chd7|Prp7|Prp9-1	chromodomain helicase DNA binding protein 3	protein-coding
1.3174658408388495	chr11	107546801	107548400	+	0	NA	promoter-TSS (NM_198298)	promoter-TSS (NM_198298)	-333	NM_198298	78455	Mm.272047	NM_198298	ENSMUSG00000020721	Helz	3110078M01Rik|9430093I07Rik|9630002H22Rik|AI851979|DRHC	helicase with zinc finger domain	protein-coding
4.143202990293503	chr1	181840001	181840200	+	0	NA	intron (NM_133815, intron 1 of 13)	intron (NM_133815, intron 1 of 13)	2301	NM_133815	98386	Mm.4538	NM_133815	ENSMUSG00000004880	Lbr	AI505894|C14SR|ic	lamin B receptor	protein-coding
2.2481289207935333	chr15	97247601	97248000	+	0	NA	promoter-TSS (NM_001164602)	promoter-TSS (NM_001164602)	-513	NM_178114	105827	Mm.24005	NM_178114	ENSMUSG00000048218	Amigo2	AI415330|AMIGO-2|AW208913|Ali1	adhesion molecule with Ig like domain 2	protein-coding
0.0-15	chr14	56297001	56297200	+	0	NA	Intergenic	Intergenic	-34766	NM_013542	14939	Mm.14874	NM_013542	ENSMUSG00000015437	Gzmb	AI553453|CCP-1/C11|CCP1|Ctla-1|Ctla1|GZB	granzyme B	protein-coding
1.505675245076418-4	chr3	40510601	40510800	+	0	NA	intron (NR_040445, intron 3 of 5)	Lx8b|LINE|L1	12212	NR_040445	100040882	Mm.272869	NR_040445	ENSMUSG00000037884	1700017G19Rik	-	RIKEN cDNA 1700017G19 gene	ncRNA
3.8670249470739226	chr7	92668401	92670400	+	0	NA	intron (NM_029078, intron 1 of 15)	intron (NM_029078, intron 1 of 15)	512	NM_029078	74737	Mm.288645	NM_029078	ENSMUSG00000041328	Pcf11	2500001H09Rik|5730417B17Rik|C77803	PCF11 cleavage and polyadenylation factor subunit	protein-coding
2.4056191196044288	chr1	34432601	34433800	+	0	NA	promoter-TSS (NR_039562)	promoter-TSS (NR_039562)	-1	NR_039562	100628580		NR_039562	ENSMUSG00000092852	Mir5103	mir-5103|mmu-mir-5103|mu-mir-5103	microRNA 5103	ncRNA
0.11076231797536214	chr13	105293601	105294800	+	0	NA	intron (NM_001360891, intron 1 of 7)	CpG	285	NM_001360891	71816	Mm.317015	NM_027934	ENSMUSG00000021720	Rnf180	3110001E11Rik|Rines	ring finger protein 180	protein-coding
0.3478629067540169	chr3	19618401	19618800	+	0	NA	Intergenic	L1VL4|LINE|L1	-25860	NM_001081281	381485	Mm.35419	NM_001081281	ENSMUSG00000060913	Trim55	D830041C10Rik|Murf2|Rnf29	tripartite motif-containing 55	protein-coding
1.1292564403265715	chr10	79916401	79917200	+	0	NA	promoter-TSS (NM_053244)	promoter-TSS (NM_053244)	130	NM_177994	109284	Mm.300416	NM_177994	ENSMUSG00000035781	R3hdm4	AI503502|C030046I01Rik	R3H domain containing 4	protein-coding
0.5763101819902658	chr13	73268201	73269000	+	0	NA	exon (NM_018885, exon 6 of 6)	exon (NM_018885, exon 6 of 6)	8103	NM_018885	50916	Mm.103784	NM_018885	ENSMUSG00000021604	Irx4	-	Iroquois homeobox 4	protein-coding
7.554336279630661	chr4	145254401	145254800	+	0	NA	Intergenic	L1M5|LINE|L1	-7730	NM_011610	21938	Mm.235328	NM_011610	ENSMUSG00000028599	Tnfrsf1b	CD120b|TNF-R-II|TNF-R2|TNF-R75|TNF-alphaR2|TNFBR|TNFR80|TNFRII|TNFalpha-R2|Tnfr-1|Tnfr2|p75	tumor necrosis factor receptor superfamily, member 1b	protein-coding
0.7528376281261444-3	chr6	15645001	15645400	+	0	NA	Intergenic	RLTR12B|LTR|ERVK	-75461	NM_175088	16543	Mm.1314	NM_175088	ENSMUSG00000041390	Mdfic	Kdt1|Mdfid	MyoD family inhibitor domain containing	protein-coding
2.870128568261862	chr9	47529601	47530600	+	0	NA	promoter-TSS (NM_207676)	promoter-TSS (NM_207676)	-70	NM_001310841	54725	Mm.234832	NM_018770	ENSMUSG00000032076	Cadm1	2900073G06Rik|3100001I08Rik|AI987920|Bl2|Igsf4|Igsf4a|Necl2|RA175|RA175A|RA175B|RA175C|RA175N|ST17|SgIGSF|SynCam|Tslc1	cell adhesion molecule 1	protein-coding
0.9602202366107895	chr17	27240001	27242000	+	0	NA	intron (NR_131118, intron 1 of 2)	L2c|LINE|L2	7066	NR_131118	319720	Mm.394996	NR_131118	ENSMUSG00000117916	9630028I04Rik	-	RIKEN cDNA 9630028I04 gene	ncRNA
0.0-16	chr14	74950001	74950200	+	0	NA	Intergenic	Intergenic	-2223	NM_001033439	380916	Mm.288868	NM_001033439	ENSMUSG00000068015	Lrch1	4832412D13Rik|AI552548|AW215503|Chdc1|mKIAA1016	leucine-rich repeats and calponin homology (CH) domain containing 1	protein-coding
0.6452893966010639	chr4	126620001	126621400	+	0	NA	Intergenic	Intergenic	10846	NM_001145950	230757	Mm.296838	NM_001013755	ENSMUSG00000073755	5730409E04Rik	7530403E16Rik|AI849033	RIKEN cDNA 5730409E04Rik gene	protein-coding
19.480322778224945	chr15	78244801	78245000	+	0	NA	promoter-TSS (NM_008677)	promoter-TSS (NM_008677)	89	NM_008677	17972	Mm.2068	NM_008677	ENSMUSG00000071715	Ncf4	AI451400|p40phox	neutrophil cytosolic factor 4	protein-coding
1.1630043275654316	chr11	103262401	103262800	+	0	NA	intron (NM_016896, intron 1 of 15)	intron (NM_016896, intron 1 of 15)	4801	NM_016896	53859	Mm.158981	NM_016896	ENSMUSG00000020941	Map3k14	Nik|aly	mitogen-activated protein kinase kinase kinase 14	protein-coding
2.486960183829069-2	chr13	30973001	30974200	+	0	NA	intron (NM_025588, intron 1 of 27)	intron (NM_025588, intron 1 of 27)	447	NM_025588	66482	Mm.293510	NM_025588	ENSMUSG00000021357	Exoc2	2410030I24Rik|AI648199|Sec5|Sec5l1	exocyst complex component 2	protein-coding
4.039363332092762	chr17	23777001	23777400	+	0	NA	intron (NM_029798, intron 2 of 2)	intron (NM_029798, intron 2 of 2)	-5598	NM_001357993	224613	Mm.328835	NM_153791	ENSMUSG00000040097	Flywch1	E030034P13Rik|mKIAA1552	FLYWCH-type zinc finger 1	protein-coding
0.45949055068194866	chr7	79052801	79053600	+	0	NA	promoter-TSS (NM_007424)	promoter-TSS (NM_007424)	-26	NM_001361500	11595	Mm.358571	NM_007424	ENSMUSG00000030607	Acan	Agc|Agc1|CSPCP|Cspg1|b2b183Clo|cmd	aggrecan	protein-coding
5.371972531080246	chr10	59220801	59221400	+	0	NA	promoter-TSS (NM_172939)	promoter-TSS (NM_172939)	747	NM_001024911	103080	Mm.346842	NM_001024910	ENSMUSG00000019917	Sept10	4921515A04Rik|9430099J10Rik|AA408298|AI874685	septin 10	protein-coding
1.2391534447669983	chr6	128023601	128024200	+	0	NA	intron (NM_175414, intron 3 of 8)	intron (NM_175414, intron 3 of 8)	119678	NM_175414	109246	Mm.21814	NM_175414	ENSMUSG00000030352	Tspan9	6720474K14Rik|9430079M16Rik|AU018597|Tspan-9	tetraspanin 9	protein-coding
2.4834988974034786	chr9	108648601	108649800	+	0	NA	intron (NM_001357285, intron 1 of 15)	CpG	208	NM_001357286	23807	Mm.290447	NM_011790	ENSMUSG00000064145	Arih2	AI843547|ARI2|TRIAD1|UIP48	ariadne RBR E3 ubiquitin protein ligase 2	protein-coding
11.951946675777435	chr2	144168201	144168400	+	0	NA	Intergenic	Intergenic	20990	NR_136884	433481	Mm.330630	NR_136884	ENSMUSG00000074758	Gm5535	EG433481	predicted gene 5535	ncRNA
4.382034327834845	chr7	126199401	126200800	+	0	NA	5' UTR (NM_001311143, exon 1 of 24)	5' UTR (NM_001311143, exon 1 of 24)	401	NM_001311143	74204	Mm.235663	NM_028816	ENSMUSG00000000131	Xpo6	2610005L19Rik|AL022631|C230091E20Rik|R75304|Ranbp20|exp6|mKIAA0370	exportin 6	protein-coding
3.104806214570999	chr4	135492601	135492800	+	0	NA	intron (NM_001361484, intron 1 of 11)	intron (NM_001361484, intron 1 of 11)	1878	NM_028995	74552	Mm.26548	NM_028995	ENSMUSG00000028803	Nipal3	9130020G22Rik|AI480660|Npal3	NIPA-like domain containing 3	protein-coding
2.7848377089228986-2	chr14	61647001	61649400	+	0	NA	intron (NR_028264, intron 1 of 6)	CpG	-16090	NR_029733	387174		NR_029733	ENSMUSG00000093007	Mir15a	Mirn15a|mir-15a|mmu-mir-15a	microRNA 15a	ncRNA
0.9189811106771231	chr10	59221401	59222200	+	0	NA	promoter-TSS (NM_001024911)	promoter-TSS (NM_001024911)	47	NM_001024911	103080	Mm.346842	NM_001024910	ENSMUSG00000019917	Sept10	4921515A04Rik|9430099J10Rik|AA408298|AI874685	septin 10	protein-coding
5.272978675365448	chr4	148448001	148449000	+	0	NA	promoter-TSS (NM_020009)	promoter-TSS (NM_020009)	-82	NM_020009	56717	Mm.21158	NM_020009	ENSMUSG00000028991	Mtor	2610315D21Rik|AI327068|FRAP|FRAP2|Frap1|RAFT1|RAPT1|flat	mechanistic target of rapamycin kinase	protein-coding
0.7528376262634993	chr17	33491401	33491800	+	0	NA	Intergenic	Intergenic	-32485	NM_001329143	224697	Mm.29304	NM_172619	ENSMUSG00000024299	Adamts10	9430006O18|AW045948|Adam-ts10|Adamts-10|Znmp	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10	protein-coding
1.2616520375013351	chr12	113988201	113988600	+	0	NA	Intergenic	L1_Mus3|LINE|L1	444492	NM_174885	238406	Mm.188683	NM_174885	ENSMUSG00000043945	Adam6a	Adam6|tMDCIV	a disintegrin and metallopeptidase domain 6A	protein-coding
2.2014010958373547	chr5	105670001	105670200	+	0	NA	Intergenic	Intergenic	-29869	NM_001122768	231549	Mm.23837	NM_178701	ENSMUSG00000046079	Lrrc8d	2810473G09Rik|4930525N13Rik|A930019F03|Lrrc5	leucine rich repeat containing 8D	protein-coding
0.11162765324115753	chr11	75588001	75588800	+	0	NA	intron (NM_008850, intron 1 of 11)	CpG	321	NM_008850	18738	Mm.3128	NM_008850	ENSMUSG00000017781	Pitpna	Pitpn|vb|vibrator	phosphatidylinositol transfer protein, alpha	protein-coding
1.194156225770712	chr2	168588401	168589000	+	0	NA	intron (NM_001291168, intron 1 of 9)	intron (NM_001291168, intron 1 of 9)	1665	NM_001291175	18019	Mm.116802	NM_010899	ENSMUSG00000027544	Nfatc2	AI607462|NF-ATc2|NF-ATp|NFAT1|NFAT1-D|Nfatp	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	protein-coding
3.9397141237955706	chr17	64600601	64602400	+	0	NA	promoter-TSS (NM_008549)	promoter-TSS (NM_008549)	-149	NM_008549	17158	Mm.2433	NM_008549	ENSMUSG00000024085	Man2a1	Mana-2|Mana2|Map-2	mannosidase 2, alpha 1	protein-coding
2.2844728231430054	chr7	98694201	98694400	+	0	NA	non-coding (NR_144495, exon 1 of 1)	non-coding (NR_144495, exon 1 of 1)	8628	NR_144495	100040769	Mm.126401	NR_144495		Gm15506	-	predicted gene 15506	ncRNA
0.0-19	chrX	50933801	50934200	+	0	NA	intron (NM_001190332, intron 1 of 11)	intron (NM_001190332, intron 1 of 11)	8710	NM_001190332	385354	Mm.393050	NM_001190332	ENSMUSG00000036131	Frmd7	EG665849|Gm1533	FERM domain containing 7	protein-coding
5.805777461845839	chr4	129188801	129190800	+	0	NA	promoter-TSS (NM_001347203)	promoter-TSS (NM_001347203)	-73	NM_001361317	74648	Mm.172064	NM_029036	ENSMUSG00000040928	S100pbp	4930429A08Rik|AI851343|S100pbpr	S100P binding protein	protein-coding
0.7476456463336945	chr7	101584201	101584400	+	0	NA	Intergenic	Intergenic	-3139	NM_019915	11872	Mm.57008	NM_019915	ENSMUSG00000030651	Art2b	ART2.2|ARTC2|Art|Ly92b|Rt-6|Rt6|Rt6-2	ADP-ribosyltransferase 2b	protein-coding
0.7632215917110443	chr7	127708001	127708800	+	0	NA	promoter-TSS (NR_030428)	promoter-TSS (NR_030428)	-87	NR_030428	791073		NR_030428	ENSMUSG00000076454	Mir762	Mirn762|mir-762|mmu-mir-762	microRNA 762	ncRNA
1.5596718840301036	chr13	98588801	98589800	+	0	NA	Intergenic	CpG	48110	NM_026685	68344	Mm.28766	NM_026685	ENSMUSG00000046082	Tmem174	0610009B10Rik|AA986094	transmembrane protein 174	protein-coding
3.0113505258091857	chr2	155626401	155627800	+	0	NA	intron (NM_001085378, intron 24 of 41)	intron (NM_001085378, intron 24 of 41)	4220	NR_030757	735275		NR_030757	ENSMUSG00000076312	Mir499	Mirn499|mir-499|mmu-mir-499	microRNA 499	ncRNA
6.952807917126587	chr4	86856601	86858000	+	0	NA	promoter-TSS (NM_009096)	promoter-TSS (NM_009096)	67	NM_009096	20104	Mm.379007	NM_009096	ENSMUSG00000028495	Rps6	S6R	ribosomal protein S6	protein-coding
2.5799359849311525	chr4	147221201	147232200	+	0	NA	Intergenic	MuLV-int|LTR|ERV1	-158264	NR_045446	71270	Mm.460830	NR_045446	ENSMUSG00000093617	4933438K21Rik	-	RIKEN cDNA 4933438K21 gene	ncRNA
4.2288707587867975	chr15	102279201	102280000	+	0	NA	5' UTR (NM_134100, exon 1 of 2)	5' UTR (NM_134100, exon 1 of 2)	144	NM_134100	106073	Mm.287740	NM_134100	ENSMUSG00000045665	Mfsd5	AA409375|AW556797|D15Mgi27	major facilitator superfamily domain containing 5	protein-coding
1.6354748411104083	chr2	168909001	168909800	+	0	NA	intron (NM_001369059, intron 5 of 8)	RLTR17B_Mm|LTR|ERVK	3203	NM_001370946	22722	Mm.2095	NM_009564	ENSMUSG00000027551	Zfp64	Gm38422	zinc finger protein 64	protein-coding
6.103631574213098	chr3	103914001	103916200	+	0	NA	exon (NM_001356558, exon 1 of 6)	exon (NM_001356558, exon 1 of 6)	980	NM_001356556	229675	Mm.29366	NM_172684	ENSMUSG00000044098	Rsbn1	C230004D03Rik|E330004N01|KDM9|Rosbin|Rsbn|Rsbp|mKIAA3002	rosbin, round spermatid basic protein 1	protein-coding
1.0087282466036933	chr4	32982801	32984200	+	0	NA	exon (NM_001369055, exon 1 of 8)	exon (NM_001369055, exon 1 of 8)	209	NM_001369055	52187	Mm.300814	NM_027491	ENSMUSG00000028278	Rragd	5730543C08Rik|AI467523|C030003H22Rik|D4Ertd174e	Ras-related GTP binding D	protein-coding
5.217943681403995	chr1	7088201	7089800	+	0	NA	promoter-TSS (NM_183028)	promoter-TSS (NM_183028)	80	NM_183028	319263	Mm.21539	NM_183028	ENSMUSG00000051285	Pcmtd1	8430411F12Rik|A030012M09Rik	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	protein-coding
3.1740327179431915	chr17	29268801	29269400	+	0	NA	intron (NM_030561, intron 1 of 8)	CpG	312	NM_030561	80748	Mm.290116	NM_030561	ENSMUSG00000052712	BC004004	2400006G15Rik	cDNA sequence BC004004	protein-coding
0.12979958951473236	chr17	26138601	26139400	+	0	NA	5' UTR (NM_009733, exon 1 of 11)	5' UTR (NM_009733, exon 1 of 11)	314	NM_009733	12005	Mm.23684	NM_009733	ENSMUSG00000024182	Axin1	AI316800|Axin|Fu|Kb|Ki|fused|kinky|knobbly	axin 1	protein-coding
1.5117277954689026	chrX	169879201	169882200	+	0	NA	intron (NM_001290505, intron 1 of 9)	intron (NM_001290505, intron 1 of 9)	1081	NM_001290506	17318	Mm.34441	NM_010797	ENSMUSG00000035299	Mid1	61B3-R|DXHXS1141|Fxy|Trim18	midline 1	protein-coding
5.959953710553502	chr12	91587801	91590800	+	0	NA	intron (NM_175335, intron 1 of 8)	GC_rich|Low_complexity|Low_complexity	349	NM_031391	83602	Mm.275728	NM_031391	ENSMUSG00000020962	Gtf2a1	6330549H03Rik|AA536742|AA959775|AW060250|TfIIAa/b|Tfiia1	general transcription factor II A, 1	protein-coding
2.950344756245613	chr8	71272001	71273600	+	0	NA	promoter-TSS (NM_001142323)	promoter-TSS (NM_001142323)	86	NM_001142322	17925	Mm.33779	NM_015742	ENSMUSG00000004677	Myo9b	-	myosin IXb	protein-coding
1.357703739311546	chr13	48260601	48262200	+	0	NA	5' UTR (NM_031166, exon 1 of 3)	5' UTR (NM_031166, exon 1 of 3)	284	NM_031166	15904	Mm.458006	NM_031166	ENSMUSG00000021379	Id4	Idb4|bHLHb27	inhibitor of DNA binding 4	protein-coding
2.788216946102463	chr8	20521001	20529200	+	0	NA	Intergenic	Intergenic	-89827	NM_001270553	100861668	Mm.491087	NM_001270553	ENSMUSG00000095294	Gm21119	-	predicted gene, 21119	protein-coding
3.063270330429077	chr3	138275201	138275400	+	0	NA	Intergenic	Intergenic	-2285	NM_007409	11522	Mm.2409	NM_007409	ENSMUSG00000074207	Adh1	ADH-A2|ADH-AA|AI194826|Adh-1|Adh-1-t|Adh-1e|Adh-1t|Adh-3e|Adh1-e|Adh1-t|Adh1tl|Adh3-e	alcohol dehydrogenase 1 (class I)	protein-coding
1.7756584025919437	chr3	96010201	96010600	+	0	NA	intron (NM_013841, intron 14 of 14)	intron (NM_013841, intron 14 of 14)	-14561	NM_023320	67220	Mm.458147	NM_023320	ENSMUSG00000015745	Plekho1	2810052M02Rik|CKIP-1|Ckip1|JZA-20|Jza2	pleckstrin homology domain containing, family O member 1	protein-coding
1.9358682036399841	chr16	3303001	3304400	+	0	NA	Intergenic	Intergenic	-288698	NM_146860	258859	Mm.377723	NM_146860	ENSMUSG00000051003	Olfr161	MOR131-1|OR912-47M6	olfactory receptor 161	protein-coding
3.2622964220742383	chr2	101678401	101679600	+	0	NA	intron (NM_001303273, intron 1 of 6)	intron (NM_001303273, intron 1 of 6)	580	NM_009424	22034	Mm.292729	NM_009424	ENSMUSG00000027164	Traf6	2310003F17Rik|AI851288|C630032O20Rik	TNF receptor-associated factor 6	protein-coding
3.63190065608362	chr1	160211601	160213600	+	0	NA	intron (NM_009786, intron 1 of 5)	CpG	292	NM_009786	12301	Mm.10702	NM_009786	ENSMUSG00000014226	Cacybp	SIP	calcyclin binding protein	protein-coding
2.6409890142579875	chr8	125049001	125049600	+	0	NA	Intergenic	ID_B1|SINE|B4	-4895	NM_174854	244667	Mm.233504	NM_170596	ENSMUSG00000043051	Disc1	-	disrupted in schizophrenia 1	protein-coding
1.6718187183141708	chr2	26494401	26494600	+	0	NA	intron (NM_008714, intron 2 of 33)	(CA)n|Simple_repeat|Simple_repeat	9322	NM_008714	18128	Mm.290610	NM_008714	ENSMUSG00000026923	Notch1	9930111A19Rik|Mis6|N1|Tan1|lin-12	notch 1	protein-coding
3.9588289143152147	chr6	136938601	136942000	+	0	NA	promoter-TSS (NM_001301303)	promoter-TSS (NM_001301303)	-773	NM_001301303	11857	Mm.2241	NM_007486	ENSMUSG00000030220	Arhgdib	D4|Gdid4|Ly-GDI	Rho, GDP dissociation inhibitor (GDI) beta	protein-coding
0.6922644873460134	chr10	4632201	4632800	+	0	NA	intron (NM_007956, intron 1 of 8)	intron (NM_007956, intron 1 of 8)	20511	NR_126357	13982	Mm.9213	NM_007956	ENSMUSG00000019768	Esr1	ER|ER-alpha|ERa|ERalpha|ESR|Estr|Estra|Nr3a1	estrogen receptor 1 (alpha)	protein-coding
